Wavelength	Intensity
2.1723707458902632	802
2.1716985340159471	802
2.1710267396919574	809
2.1703553625308345	833
2.1696844021455957	779
2.1690138581497349	797
2.1683437301572273	803
2.1676740177825238	815
2.1670047206405516	845
2.1663358383467122	804
2.1656673705168847	793
2.1649993167674184	807
2.16433167671514	828
2.1636644499773463	788
2.1629976361718066	785
2.1623312349167616	782
2.1616652458309216	790
2.160999668533468	774
2.1603345026440506	788
2.1596697477827864	819
2.159005403570263	788
2.1583414696275312	791
2.1576779455761095	799
2.1570148310379822	781
2.1563521256355984	796
2.1556898289918691	768
2.155027940730172	791
2.154366460474344	796
2.1537053878486865	791
2.1530447224779588	763
2.1523844639873859	795
2.1517246120026465	779
2.1510651661498827	812
2.1504061260556924	809
2.1497474913471319	820
2.1490892616517154	799
2.1484314365974124	792
2.1477740158126468	800
2.1471169989263	821
2.1464603855677038	805
2.1458041753666484	818
2.1451483679533716	790
2.1444929629585667	789
2.1438379600133772	774
2.143183358749396	801
2.142529158798669	813
2.1418753597936893	759
2.1412219613673975	793
2.1405689631531852	787
2.1399163647848893	766
2.1392641658967921	766
2.1386123661236245	774
2.1379609651005609	786
2.1373099624632208	760
2.1366593578476665	817
2.1360091508904056	764
2.1353593412283858	779
2.1347099284989981	784
2.1340609123400736	796
2.1334122923898851	772
2.1327640682871443	765
2.1321162396710029	794
2.1314688061810494	767
2.130821767457312	792
2.1301751231402544	809
2.1295288728707784	789
2.12888301629022	748
2.1282375530403521	809
2.1275924827633803	781
2.126947805101945	774
2.12630351969912	774
2.12565962619841	808
2.125016124243754	756
2.1243730134795209	781
2.12373029355051	803
2.12308796410195	795
2.1224460247795007	809
2.1218044752292493	796
2.1211633150977103	768
2.1205225440318256	794
2.1198821616789663	806
2.1192421676869282	792
2.1186025617039288	761
2.1179633433786158	765
2.1173245123600579	788
2.116686068297748	792
2.1160480108416024	793
2.1154103396419579	833
2.1147730543495751	793
2.1141361546156325	775
2.1134996400917325	794
2.1128635104298952	813
2.1122277652825594	821
2.1115924043025824	748
2.1109574271432407	783
2.1103228334582247	794
2.1096886229016452	826
2.109054795128027	787
2.1084213497923092	805
2.1077882865498472	797
2.10715560505641	777
2.1065233049681784	789
2.105891385941749	797
2.1052598476341275	785
2.1046286897027331	790
2.1039979118053935	802
2.1033675136003511	807
2.1027374947462536	766
2.1021078549021581	801
2.1014785937275358	770
2.1008497108822559	799
2.1002212060266041	820
2.0995930788212673	810
2.0989653289273407	777
2.0983379560063238	817
2.0977109597201218	803
2.097084339731043	812
2.0964580957017995	764
2.0958322272955079	820
2.0952067341756848	833
2.0945816160062511	798
2.0939568724515261	799
2.0933325031762329	826
2.0927085078454915	803
2.0920848861248222	811
2.0914616376801449	819
2.0908387621777789	845
2.0902162592844373	791
2.0895941286672337	826
2.0889723699936757	823
2.08835098293167	838
2.0877299671495138	839
2.0871093223159032	813
2.0864890480999265	829
2.0858691441710655	849
2.0852496101991944	826
2.084630445854581	818
2.0840116508078856	860
2.0833932247301559	817
2.0827751672928341	808
2.0821574781677503	862
2.0815401570271246	871
2.0809232035435654	857
2.0803066173900708	822
2.0796903982400257	795
2.0790745457672006	822
2.0784590596457551	863
2.0778439395502342	912
2.0772291851555655	869
2.0766147961370658	879
2.076000772170433	850
2.0753871129317503	818
2.0747738180974822	803
2.0741608873444775	784
2.0735483203499667	765
2.0729361167915612	736
2.0723242763472536	721
2.0717127986954162	730
2.0711016835148026	686
2.0704909304845422	716
2.0698805392841479	705
2.0692705095935069	691
2.0686608410928851	701
2.0680515334629241	694
2.0674425863846451	700
2.0668339995394414	696
2.0662257726090849	719
2.0656179052757193	725
2.0650103972218643	704
2.0644032481304126	727
2.0637964576846293	723
2.0631900255681539	695
2.0625839514649957	701
2.0619782350595379	732
2.0613728760365317	698
2.0607678740811015	707
2.0601632288787384	702
2.0595589401153065	688
2.0589550074770342	694
2.0583514306505228	694
2.0577482093227375	716
2.0571453431810123	695
2.0565428319130472	702
2.0559406752069092	693
2.0553388727510291	707
2.0547374242342036	722
2.0541363293455945	715
2.0535355877747268	703
2.0529351992114875	687
2.0523351633461289	706
2.0517354798692642	693
2.0511361484718691	699
2.0505371688452794	714
2.049938540681191	690
2.0493402636716631	700
2.0487423375091121	706
2.0481447618863142	724
2.0475475364964035	710
2.0469506610328723	720
2.0463541351895711	701
2.0457579586607082	702
2.0451621311408461	727
2.0445666523249062	728
2.0439715219081616	694
2.0433767395862446	697
2.0427823050551388	716
2.0421882180111828	706
2.041594478151068	701
2.0410010851718408	689
2.0404080387708983	690
2.0398153386459872	707
2.0392229844952112	687
2.03863097601702	682
2.0380393129102159	694
2.0374479948739497	686
2.0368570216077226	728
2.0362663928113842	722
2.0356761081851324	707
2.035086167429514	699
2.03449657024542	683
2.0339073163340911	735
2.0333184053971141	705
2.0327298371364209	704
2.0321416112542883	716
2.0315537274533373	719
2.0309661854365371	701
2.0303789849071952	738
2.029792125568965	692
2.0292056071258449	700
2.028619429282172	714
2.0280335917426262	707
2.0274480942122297	708
2.0268629363963444	691
2.0262781180006733	710
2.0256936387312603	695
2.0251094982944857	735
2.0245256963970713	708
2.0239422327460761	721
2.023359107048897	695
2.0227763190132686	726
2.0221938683472622	694
2.0216117547592858	713
2.0210299779580834	703
2.0204485376527339	712
2.0198674335526507	732
2.0192866653675847	738
2.0187062328076157	716
2.0181261355831621	698
2.0175463734049739	698
2.01696694598413	711
2.0163878530320467	699
2.0158090942604687	701
2.0152306693814728	706
2.0146525781074667	705
2.0140748201511873	694
2.0134973952257029	700
2.0129203030444089	699
2.0123435433210317	717
2.0117671157696231	707
2.0111910201045675	715
2.010615256040571	708
2.0100398232926704	729
2.009464721576228	733
2.0088899506069313	727
2.0083155101007941	703
2.0077413997741553	696
2.0071676193436776	717
2.0065941685263491	745
2.006021047039479	716
2.0054482546007031	696
2.0048757909279766	717
2.00430365573958	747
2.0037318487541129	721
2.0031603696904985	715
2.0025892182679788	714
2.0020183942061176	715
2.0014478972247987	704
2.0008777270442244	722
2.0003078833849166	721
1.9997383659677157	724
1.9991691745137807	731
1.998600308744588	715
1.9980317683819311	693
1.9974635531479195	731
1.9968956627649805	736
1.9963280969558568	724
1.9957608554436066	734
1.9951939379516015	719
1.9946273442035298	726
1.9940610739233933	723
1.9934951268355066	716
1.9929295026644989	752
1.9923642011353104	732
1.9917992219731953	720
1.9912345649037189	700
1.9906702296527568	713
1.9901062159464975	708
1.9895425235114392	721
1.9889791520743909	740
1.9884161013624695	710
1.9878533711031023	720
1.987290961024025	695
1.9867288708532835	727
1.9861671003192285	737
1.9856056491505198	719
1.9850445170761257	722
1.9844837038253171	723
1.9839232091276757	718
