Wavelength	Intensity
2.1723707458902632	728
2.1716985340159471	689
2.1710267396919574	733
2.1703553625308345	739
2.1696844021455957	713
2.1690138581497349	746
2.1683437301572273	728
2.1676740177825238	725
2.1670047206405516	718
2.1663358383467122	717
2.1656673705168847	752
2.1649993167674184	742
2.16433167671514	678
2.1636644499773463	725
2.1629976361718066	696
2.1623312349167616	715
2.1616652458309216	716
2.160999668533468	723
2.1603345026440506	739
2.1596697477827864	735
2.159005403570263	714
2.1583414696275312	731
2.1576779455761095	725
2.1570148310379822	715
2.1563521256355984	705
2.1556898289918691	722
2.155027940730172	719
2.154366460474344	701
2.1537053878486865	716
2.1530447224779588	691
2.1523844639873859	716
2.1517246120026465	726
2.1510651661498827	744
2.1504061260556924	716
2.1497474913471319	733
2.1490892616517154	740
2.1484314365974124	705
2.1477740158126468	709
2.1471169989263	740
2.1464603855677038	741
2.1458041753666484	748
2.1451483679533716	725
2.1444929629585667	736
2.1438379600133772	734
2.143183358749396	727
2.142529158798669	738
2.1418753597936893	712
2.1412219613673975	710
2.1405689631531852	743
2.1399163647848893	707
2.1392641658967921	707
2.1386123661236245	710
2.1379609651005609	715
2.1373099624632208	740
2.1366593578476665	725
2.1360091508904056	696
2.1353593412283858	719
2.1347099284989981	720
2.1340609123400736	713
2.1334122923898851	690
2.1327640682871443	727
2.1321162396710029	741
2.1314688061810494	738
2.130821767457312	728
2.1301751231402544	723
2.1295288728707784	737
2.12888301629022	693
2.1282375530403521	763
2.1275924827633803	721
2.126947805101945	734
2.12630351969912	726
2.12565962619841	714
2.125016124243754	717
2.1243730134795209	746
2.12373029355051	691
2.12308796410195	743
2.1224460247795007	735
2.1218044752292493	740
2.1211633150977103	729
2.1205225440318256	745
2.1198821616789663	710
2.1192421676869282	731
2.1186025617039288	723
2.1179633433786158	739
2.1173245123600579	733
2.116686068297748	723
2.1160480108416024	741
2.1154103396419579	723
2.1147730543495751	719
2.1141361546156325	725
2.1134996400917325	720
2.1128635104298952	746
2.1122277652825594	716
2.1115924043025824	719
2.1109574271432407	719
2.1103228334582247	736
2.1096886229016452	738
2.109054795128027	725
2.1084213497923092	738
2.1077882865498472	731
2.10715560505641	726
2.1065233049681784	750
2.105891385941749	719
2.1052598476341275	756
2.1046286897027331	728
2.1039979118053935	735
2.1033675136003511	757
2.1027374947462536	741
2.1021078549021581	718
2.1014785937275358	748
2.1008497108822559	774
2.1002212060266041	771
2.0995930788212673	740
2.0989653289273407	776
2.0983379560063238	760
2.0977109597201218	746
2.097084339731043	772
2.0964580957017995	755
2.0958322272955079	768
2.0952067341756848	734
2.0945816160062511	788
2.0939568724515261	768
2.0933325031762329	758
2.0927085078454915	739
2.0920848861248222	758
2.0914616376801449	750
