Wavelength	Intensity
1.8872401173890789	774
1.8867332841046616	754
1.8862267243212016	730
1.8857204378184822	729
1.8852144243765225	759
1.8847086837755771	754
1.8842032157961384	763
1.8836980202189324	729
1.88319309682492	749
1.8826884453952979	760
1.8821840657114974	777
1.8816799575551824	752
1.8811761207082522	748
1.8806725549528391	738
1.8801692600713082	781
1.8796662358462581	764
1.8791634820605203	736
1.8786609984971572	742
1.8781587849394639	746
1.8776568411709682	776
1.8771551669754272	748
1.8766537621368313	772
1.8761526264394008	755
1.8756517596675841	783
1.8751511616060628	754
1.8746508320397473	749
1.8741507707537779	771
1.8736509775335224	764
1.8731514521645796	739
1.8726521944327752	772
1.8721532041241655	756
1.8716544810250315	741
1.8711560249218844	779
1.8706578356014627	733
1.8701599128507294	750
1.8696622564568777	750
1.8691648662073248	745
1.8686677418897155	771
1.8681708832919195	743
1.867674290202032	750
1.8671779624083749	752
1.8666818996994934	771
1.8661861018641581	756
1.8656905686913647	753
1.8651952999703303	741
1.8647002954904996	763
1.8642055550415377	760
1.8637110784133339	772
1.8632168653960015	768
1.8627229157798741	795
1.8622292293555094	744
1.8617358059136864	769
1.8612426452454058	788
1.8607497471418903	740
1.8602571113945827	749
1.8597647377951476	766
1.8592726261354693	755
1.8587807762076525	745
1.858289187804022	768
1.8577978607171235	762
1.8573067947397197	753
1.856815989664794	766
1.8563254452855482	773
1.8558351613954025	766
1.855345137787995	779
1.8548553742571827	745
1.8543658705970389	766
1.8538766266018556	763
1.8533876420661406	783
1.8528989167846195	778
1.8524104505522341	770
1.8519222431641416	755
1.8514342944157161	738
1.8509466041025475	758
1.8504591720204395	785
1.849971997965413	777
1.8494850817337021	786
1.8489984231217558	767
1.8485120219262379	752
1.8480258779440244	753
1.8475399909722079	758
1.8470543608080918	787
1.8465689872491928	775
1.8460838700932432	775
1.8455990091381833	736
1.8451144041821699	750
1.8446300550235688	757
1.8441459614609585	812
1.8436621232931307	768
1.8431785403190843	784
1.8426952123380327	792
1.8422121391493989	767
1.8417293205528154	776
1.8412467563481243	756
1.8407644463353798	767
1.8402823903148435	748
1.8398005880869865	765
1.8393190394524903	759
1.8388377442122428	799
1.8383567021673426	782
1.8378759131190938	785
1.8373953768690112	763
1.8369150932188152	772
1.8364350619704342	769
1.8359552829260033	767
1.8354757558878645	792
1.8349964806585677	792
1.8345174570408662	795
1.8340386848377208	787
1.8335601638522994	785
