Wavelength	Intensity
2.1723707458902632	587
2.1716985340159471	583
2.1710267396919574	585
2.1703553625308345	587
2.1696844021455957	578
2.1690138581497349	592
2.1683437301572273	586
2.1676740177825238	583
2.1670047206405516	575
2.1663358383467122	581
2.1656673705168847	577
2.1649993167674184	587
2.16433167671514	575
2.1636644499773463	592
2.1629976361718066	578
2.1623312349167616	579
2.1616652458309216	589
2.160999668533468	581
2.1603345026440506	582
2.1596697477827864	578
2.159005403570263	580
2.1583414696275312	576
2.1576779455761095	587
2.1570148310379822	586
2.1563521256355984	571
2.1556898289918691	574
2.155027940730172	584
2.154366460474344	573
2.1537053878486865	576
2.1530447224779588	581
2.1523844639873859	586
2.1517246120026465	591
2.1510651661498827	576
2.1504061260556924	583
2.1497474913471319	578
2.1490892616517154	581
2.1484314365974124	585
2.1477740158126468	574
2.1471169989263	586
2.1464603855677038	577
2.1458041753666484	574
2.1451483679533716	574
2.1444929629585667	576
2.1438379600133772	583
2.143183358749396	579
2.142529158798669	571
2.1418753597936893	577
2.1412219613673975	591
2.1405689631531852	580
2.1399163647848893	575
2.1392641658967921	577
2.1386123661236245	575
2.1379609651005609	571
2.1373099624632208	571
2.1366593578476665	581
2.1360091508904056	579
2.1353593412283858	576
2.1347099284989981	575
2.1340609123400736	575
2.1334122923898851	584
2.1327640682871443	582
2.1321162396710029	579
2.1314688061810494	572
2.130821767457312	587
2.1301751231402544	568
2.1295288728707784	573
2.12888301629022	576
2.1282375530403521	588
2.1275924827633803	579
2.126947805101945	572
2.12630351969912	577
2.12565962619841	584
2.125016124243754	597
2.1243730134795209	576
2.12373029355051	573
2.12308796410195	576
2.1224460247795007	576
2.1218044752292493	580
2.1211633150977103	579
2.1205225440318256	573
2.1198821616789663	562
2.1192421676869282	579
2.1186025617039288	576
2.1179633433786158	582
2.1173245123600579	578
2.116686068297748	570
2.1160480108416024	578
2.1154103396419579	582
2.1147730543495751	583
2.1141361546156325	578
2.1134996400917325	583
2.1128635104298952	585
2.1122277652825594	579
2.1115924043025824	581
2.1109574271432407	581
2.1103228334582247	585
2.1096886229016452	579
2.109054795128027	581
2.1084213497923092	584
2.1077882865498472	580
2.10715560505641	569
2.1065233049681784	586
2.105891385941749	566
2.1052598476341275	580
2.1046286897027331	578
2.1039979118053935	577
2.1033675136003511	570
2.1027374947462536	577
2.1021078549021581	568
2.1014785937275358	590
2.1008497108822559	571
2.1002212060266041	587
2.0995930788212673	580
2.0989653289273407	584
2.0983379560063238	592
2.0977109597201218	580
2.097084339731043	574
2.0964580957017995	572
2.0958322272955079	583
2.0952067341756848	594
2.0945816160062511	581
2.0939568724515261	581
2.0933325031762329	580
2.0927085078454915	580
2.0920848861248222	588
2.0914616376801449	572
2.0908387621777789	582
2.0902162592844373	581
2.0895941286672337	586
2.0889723699936757	589
2.08835098293167	582
2.0877299671495138	570
2.0871093223159032	587
2.0864890480999265	583
2.0858691441710655	580
2.0852496101991944	586
2.084630445854581	588
2.0840116508078856	588
2.0833932247301559	589
2.0827751672928341	582
2.0821574781677503	583
2.0815401570271246	582
2.0809232035435654	601
2.0803066173900708	577
2.0796903982400257	576
2.0790745457672006	588
2.0784590596457551	585
2.0778439395502342	592
2.0772291851555655	586
2.0766147961370658	585
2.076000772170433	575
2.0753871129317503	576
2.0747738180974822	583
2.0741608873444775	571
2.0735483203499667	580
2.0729361167915612	581
2.0723242763472536	567
2.0717127986954162	580
2.0711016835148026	574
2.0704909304845422	573
2.0698805392841479	572
2.0692705095935069	576
2.0686608410928851	563
2.0680515334629241	574
2.0674425863846451	565
2.0668339995394414	574
2.0662257726090849	574
2.0656179052757193	568
2.0650103972218643	566
2.0644032481304126	577
2.0637964576846293	573
2.0631900255681539	568
2.0625839514649957	578
2.0619782350595379	574
